Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9,28.09,1248,88.5,4,maruti,ciaz,40
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.57 Lakh,7.29,21.4,1197,83.1,2,maruti,baleno,34
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5,,6,23.5,1498,88.7,8,ford,fiesta,45
Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,19.7,796,46.3,11,maruti,alto,63
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,3.32,17.92,1086,62.1,8,hyundai,santro,43
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.94,22.9,1248,74,5,maruti,swift,46
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.4,25.17,799,53.3,4,renault,kwid,48
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.17,22.9,1248,74,7,maruti,swift,56
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.25,17.3,993,60,15,maruti,zen,84
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.45,18.9,1197,82,4,hyundai,grand,9
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,,2.59,21.12,1248,88.8,8,tata,manza,79
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,2.45,17.5,1197,85.8,10,maruti,swift,72
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,1.8,18.6,1199,79.4,9,chevrolet,beat,48
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.9,18.7,1199,88.7,5,honda,jazz,31
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,2.25,18.06,1198,75,10,nissan,micra,75
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,8.89,19.12,1373,91.1,3,maruti,ciaz,51
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,7.56 Lakh,5.65,26.1,1498,99,2,ford,aspire,17
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7,20.77,1248,88.8,6,maruti,ertiga,57
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.95,22.74,796,47.3,4,maruti,alto,9
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.3,19.4,1198,86.8,7,honda,brio,53
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5,,2.3,12.8,1493,100,13,honda,city,75
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,3.1,23.59,1364,67.06,7,toyota,etios,64
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.75,18.7,1199,88.7,3,honda,jazz,11
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,8.87,18.49,1493,100,3,mahindra,tuv,57
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,4.5,20.77,1248,88.76,8,maruti,ertiga,168
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75,20.77,1248,88.8,4,maruti,ertiga,85
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.21,20.36,1197,78.9,9,hyundai,i10,35
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,1.6,16.8,796,34.2,8,maruti,omni,126
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,6.25,15.5,1198,86.7,4,honda,amaze,19
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.25,28.09,1248,88.5,5,maruti,ciaz,52
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.1,22.7,1498,89.84,7,ford,ecosport,65
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.7,24,1120,70,4,hyundai,grand,75
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,2.4,25.44,936,56.3,8,chevrolet,beat,42
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.49,17.21,1493,100,7,mahindra,quanto,35
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,4,19.2,1197,80,9,hyundai,i10,54
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,7.83 Lakh,3.85,23.59,1364,67.04,7,toyota,etios,84
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,3,20.36,1197,78.9,7,hyundai,i10,75
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,6.7,18.16,1196,86.8,2,ford,figo,24
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,6.14,18.5,1197,85.8,4,maruti,ritz,22
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5,,4.4,15,1396,98.6,8,hyundai,i20,58
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.25,26.59,1248,74,3,maruti,swift,57
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,,4.45,20.3,998,68.05,3,hyundai,eon,30
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,2.4,21.9,1396,90,9,hyundai,i20,38
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,,6.93,18.5,1197,83.14,3,maruti,swift,46
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,4.25,21.9,1396,90,6,hyundai,i20,64
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.9,18.9,1197,82,5,hyundai,grand,15
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.5,23,1396,90,6,hyundai,i20,32
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3,25.17,799,53.3,4,renault,kwid,12
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,,5.8,16.9,1197,82,5,hyundai,xcent,59
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6 Lakh,3.5,23.1,998,67.04,5,maruti,celerio,55
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2,18.9,998,67.1,10,maruti,wagon,71
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4,21.9,1396,88.8,8,hyundai,i20,70
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.75,20.36,1197,78.9,6,hyundai,i10,51
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.15,26,1498,98.6,6,honda,city,25
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.4,20.92,998,67.1,8,maruti,alto,12
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5,,2.15,17.8,1248,75,11,maruti,swift,80
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.75,18.9,1197,82,4,hyundai,grand,21
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,,2.15,15.6,1196,70,9,ford,figo,32
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,4.75,18.9,1197,81.86,5,hyundai,grand,50
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35,25.8,1498,98.6,6,honda,amaze,61
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.27,19.81,1086,68.05,3,hyundai,i10,42
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,,4.25,20.45,1461,83.8,8,renault,duster,97
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh,8.61,24.3,1248,88.5,3,maruti,vitara,35
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.2 Lakh,9.25,23,1498,98.96,2,ford,ecosport,32
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,7.53,16.47,1198,74,2,volkswagen,polo,22
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.15,16.5,1198,86.8,8,honda,brio,31
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,5.84,18.16,1196,86.8,3,ford,figo,30
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.55,20.36,1197,78.9,7,hyundai,i10,45
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,8.9,18.6,1197,81.83,2,hyundai,i20,11
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4 kmpl,1896 CC,90 bhp,5,,2.5,16.4,1896,90,14,skoda,octavia,121
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3 kmpl,1341 CC,61 bhp,5,,1.8,15.3,1341,61,15,hyundai,getz,90
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.25,20,1399,68,10,ford,figo,78
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.35,16.47,1198,74,5,volkswagen,polo,27
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.99,23,1396,90,8,hyundai,i20,42
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,,9.15,19,1199,88.7,2,honda,jazz,12
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,,3.65,17.97,1498,99.6,7,renault,scala,7
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.11,22.74,796,47.3,3,maruti,alto,38
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,,4.57,17.6,1496,88.73,7,toyota,etios,56
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.32,17,1197,80,6,hyundai,i20,17
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.2,20.36,1197,78.9,8,hyundai,i10,53
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.63,25.2,1248,74,4,maruti,swift,67
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3,21.1,814,55.2,5,hyundai,eon,19
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57 kmpl,1396 CC,70 bhp,5,,1.2,23.57,1396,70,9,tata,indigo,80
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.15,22.74,796,47.3,5,maruti,alto,61
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.05,22.07,1199,73.9,10,volkswagen,polo,39
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.3,17.92,1086,62.1,12,hyundai,santro,80
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.95,20.4,1197,81.8,4,maruti,swift,34
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4.75,21.64,1461,84.8,7,renault,scala,130
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.47 Lakh,10.15,24.3,1248,88.5,2,maruti,vitara,52
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,2.65,18.06,1198,75,9,nissan,micra,44
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.8,20,1399,68.05,5,ford,figo,84
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,5,6.51 Lakh,3.75,17.71,1197,78.9,9,toyota,etios,42
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5,,4.11,21.27,1396,88.76,7,hyundai,i20,129
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16 kmpl,1196 CC,86.8 bhp,5,,4.25,18.16,1196,86.8,5,ford,figo,32
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,,0.9,15.26,1150,74.9,13,chevrolet,aveo,140
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,,1.85,15.3,1341,83,14,hyundai,getz,63
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25,25.8,1498,98.6,7,honda,amaze,39
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.34,22.7,1498,89.84,6,ford,ecosport,70
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5,,4.25,20.14,1498,88.5,5,volkswagen,crosspolo,26
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,6.45,18.6,1197,81.86,4,hyundai,elite,13
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.99,17.3,1061,64,15,maruti,wagon,115
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,6.1,18.6,1197,81.86,4,hyundai,elite,30
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.32 Lakh,8.25,17.5,1199,88.7,3,honda,wrv,32
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,4.65,16.47,1198,73.9,7,volkswagen,polo,74
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,4.4,18.9,1197,81.86,6,hyundai,grand,61
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.99,19.1,1197,85.8,6,maruti,swift,33
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.27,22.7,1498,89.84,6,ford,ecosport,71
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.25,26,1498,98.6,4,honda,city,67
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5,,1.6,17,1405,70,12,tata,indigo,99
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3,20.36,1197,78.9,10,hyundai,i10,26
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.95,18.7,1199,88.7,5,honda,jazz,27
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,8.99,23.65,1248,88.5,4,maruti,sx4,82
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,6.16,16.47,1198,73.9,4,volkswagen,polo,26
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.5,21.1,1248,73.9,10,maruti,ritz,110
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,7.52 Lakh,4.5,19.5,1199,88.76,6,honda,amaze,69
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.75,18.6,1197,81.83,3,hyundai,i20,12
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6.6,20.45,1461,83.8,6,renault,duster,77
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.98,18.9,1197,82,6,hyundai,grand,48
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.55,22.7,1498,89.84,6,ford,ecosport,69
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,,1.8,14.49,1399,92.7,12,chevrolet,aveo,55
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.25,16.2,1199,74,3,volkswagen,polo,18
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95 kmpl,2489 CC,93.7 bhp,7,,6.8,14.95,2489,93.7,5,mahindra,xylo,129
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,3,19.2,1197,80,11,hyundai,i10,50
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.45 Lakh,5.5,18.9,1197,81.86,6,hyundai,grand,33
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.65,18.6,1197,81.83,5,hyundai,i20,25
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,,3.25,18.2,1248,73.8,7,chevrolet,enjoy,71
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,1.55,25.44,936,57.6,7,chevrolet,beat,98
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.72,18.6,1197,81.83,4,hyundai,i20,44
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.8,17.21,1493,100,8,mahindra,quanto,90
Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3,18.9,998,67.1,10,maruti,wagon,91
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.7,24.52,1248,88.5,4,maruti,ertiga,50
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,5,,4.95,24.4,1120,71.01,5,hyundai,xcent,58
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25,22.9,1248,74,8,maruti,swift,80
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,6,22.54,1396,88.73,5,hyundai,i20,54
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,4.1,18.15,1198,82,4,mahindra,kuv,24
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.01,24.7,796,47.3,7,maruti,alto,24
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5,,2.6,15.7,1172,67,10,fiat,punto,59
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.35,18.9,998,67.1,8,maruti,wagon,40
Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,2.9,19.4,1198,86.8,7,honda,brio,42
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,9.18,22.54,1396,88.73,3,hyundai,i20,24
Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,,5.53,17.8,1198,86.7,3,honda,amaze,61
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,3.75,18.15,1198,82,4,mahindra,kuv,13
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.25,16.47,1198,74,6,volkswagen,polo,30
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.13 Lakh,5.1,28.4,1248,74,5,maruti,swift,63
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5,25.8,1498,98.6,6,honda,amaze,66
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5,,5.55,23.5,1396,88.7,8,hyundai,verna,93
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.91,18.6,1197,85.8,8,maruti,swift,48
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,2.19,18.6,1199,79.4,10,chevrolet,beat,66
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,6.89,18.9,1197,82,3,hyundai,grand,27
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,,3.47,15.6,1196,70,9,ford,figo,51
Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.85,16.1,1298,88.2,10,maruti,swift,75
